name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"adolph-am-ersten-mai","ger000569","Q111795417","Adolph","0","Am ersten Mai","Eine Tragikomödie der Arbeit aus Friedenstagen","","https://www.projekt-gutenberg.org/adolph/am1mai/index.html","","","","","1919","7","false","0.738095238095238","0.6190476190476191","1.380952380952381","mieter","3.7142857142857144","2","1920","1919","6","7","2","5","0","","1","13","","18","0","0","7696","7438","998","244","2"
"alberti-brot","ger000171","Q51370104","Alberti","0","Brot!","Ein soziales Schauspiel in fünf Akten","","http://www.textgridrep.org/textgrid:jkjf.0","","","","","1888","49","false","0.8497673123239153","0.3129251700680272","1.751700680272109","muenzer","15.020408163265307","3","","1888","40","49","7","24","18","","1","368","1888","36","0","5","28744","26008","1771","797","12"
"alberti-im-suff","ger000041","Q51370930","Alberti","0","Im Suff","Naturalistische Spital-Katastrophe in zwei Vorgängen und einem Nachgang","","http://www.textgridrep.org/textgrid:jkjb.0","","","","","1890","14","false","0.9642857142857143","0.5274725274725275","1.0588235294117647","several characters","6.857142857142857","2","","1890","9","14","3","10","1","","2","48","","4","0","0","12497","11454","4016","365","191"
"andre-der-comoedienfeind","ger000525","Q105436023","André","0","Der Comödienfeind","Ein Lustspiel in einem Aufzuge","Comedy","https://books.google.com/books?id=hOtRhHivrfQC&printsec=frontcover","Weiß","Offenbach am Mayn","1765","","1765","6","false","1","1","1","several characters","5","1","","1765","5","6","2","4","0","","1","15","","9","0","0","5712","5614","552","225","0"
"angely-prinz-tu-ta-tu","ger000576","Q111976082","Angely","0","Prinz Tu-Ta-Tu","Burleske mit Gesang nach Sauvage","Comedy","https://de.wikisource.org/wiki/Prinz_Tu-Ta-Tu","","","","","1835","8","false","0.8904761904761905","0.8214285714285714","1.1785714285714286","chor_volk|gululi","5.75","2","1835","1836","7","8","1","6","1","","1","23","","13","0","0","7873","7416","894","342","124"
"anonym-der-deutsche-student","ger000588","Q112943724","(Anonym)","0","Der deutsche Student","Ein Trauerspiel in fünf Aufzügen","Tragedy","https://books.google.com/books?id=F7XPW3ReAeIC&printsec=frontcover","","","","","1779","20","false","0.6426862026862027","0.17894736842105263","1.9155844155844155","waker","3.4","3","","1779","14","20","3","17","0","","2","34","","25","0","5","5452","5182","310","190","7"
"anzengruber-das-vierte-gebot","ger000129","Q1171707","Anzengruber","0","Das vierte Gebot","Volksstück in vier Akten","","http://www.textgridrep.org/textgrid:jn5z.0","","","","","1877","32","false","0.7734991961858381","0.2903225806451613","1.8528225806451613","martin","9","4","1877","1878","24","32","8","23","1","","1","144","","40","1","4","19774","18773","4092","780","0"
"anzengruber-der-gwissenswurm","ger000120","Q1194083","Anzengruber","0","Der Gwissenswurm","Bauernkomödie mit Gesang in drei Akten","Comedy","http://www.textgridrep.org/textgrid:jn6k.0","","","","","1874","15","false","0.785218855218855","0.4","1.4683544303797469","dusterer","5.6","2","1874","1874","12","15","5","9","1","","2","42","","34","1","3","17114","16392","2269","640","124"
"anzengruber-der-meineidbauer","ger000054","Q1195757","Anzengruber","0","Der Meineidbauer","Volksstück mit Gesang in drei Akten","","http://www.textgridrep.org/textgrid:jn65.0","","","","","1871","22","false","0.8339703226066862","0.2597402597402597","2.038961038961039","vroni","5.454545454545454","4","1871","1871","14","22","10","12","0","","1","60","","26","1","3","24566","23650","2756","556","73"
"anzengruber-der-pfarrer-von-kirchfeld","ger000337","Q5261190","Anzengruber","0","Der Pfarrer von Kirchfeld","Volksstück mit Gesang in vier Akten","","http://www.textgridrep.org/textgrid:jn73.0","","","","","1870","22","false","0.778463455736183","0.4025974025974026","1.748917748917749","schulmeister","8.454545454545455","3","1870","1871","18","22","3","14","5","","1","93","1869","26","1","4","22589","21372","2473","626","68"
"anzengruber-die-kreuzelschreiber","ger000304","Q1214035","Anzengruber","0","Die Kreuzelschreiber","Bauernkomödie mit Gesang in drei Akten","Comedy","http://www.textgridrep.org/textgrid:jn6f.0","","","","","1872","23","false","0.8438809459337119","0.5770750988142292","1.5256916996047432","steinklopferhanns","12.695652173913043","3","1872","1872","20","23","5","14","4","","1","146","","23","1","3","18896","17820","3831","651","237"
"anzengruber-heimgfunden","ger000039","Q51371015","Anzengruber","0","Heimg'funden","Wiener Weihnachtskomödie in drei Akten","Comedy","http://www.textgridrep.org/textgrid:jn6r.0","","","","","1885","30","false","0.8429579951638774","0.3103448275862069","2.0344827586206895","thomas","9","3","1885","1885","17","30","9","17","4","","1","135","1884/1885","36","0","3","26742","25733","4313","869","34"
"arnim-das-loch","ger000407","Q51529377","Arnim","0","Das Loch oder Das wiedergefundene Paradies","Ein Schattenspiel","","http://www.textgridrep.org/textgrid:k7f7.0","","","","","1811","22","false","0.8504138018843901","0.3593073593073593","1.7532467532467533","esel","7.545454545454546","3","1811","1813","18","22","1","6","15","","1","83","1811","17","1","2","6781","5934","246","1","811"
"arnim-halle","ger000301","Q52770871","Arnim","0","Halle","Ein Studentenspiel in drei Aufzügen","","http://www.textgridrep.org/textgrid:k77x.0","","","","","1811","81","false","0.8810611079095318","0.145679012345679","2.022530864197531","cardenio","11.654320987654321","4","","1811","61","81","14","57","10","","1","472","","49","1","3","47644","46628","2565","1179","906"
"arnim-jerusalem","ger000195","Q52770963","Arnim","0","Jerusalem","Ein Pilgerabenteuer","","http://www.textgridrep.org/textgrid:k59h.0","","","","","1811","72","false","0.8949685978800663","0.20852895148669798","1.8507005253940456","sidney","14.805555555555555","3","","1811","52","72","15","50","7","","2","533","","13","1","0","29244","28803","1725","784","866"
"arnim-marino-caboga","ger000270","Q52320710","Arnim","0","Marino Caboga","Dramatische Erzählung in drei Handlungen","","http://www.textgridrep.org/textgrid:k4xx.0","","","","","1826","22","false","0.805738937704882","0.6017316017316018","1.2722513089005236","several characters","12.636363636363637","2","","1826","19","22","2","15","5","","2","139","","4","0","3","15415","15265","716","331","191"
"auenbrugger-der-rauchfangkehrer","ger000193","Q913519","Auenbrugger","0","Der Rauchfangkehrer oder Die unentbehrlichen Verräther ihrer Herrschaften aus Eigennutz","Ein musikalisches Lustspiel in drey Aufzügen","Comedy","http://www.textgridrep.org/textgrid:k8cn.0","","","","","1781","20","false","0.8268016297428062","0.45263157894736844","1.5947368421052632","herr_von_baer","8.6","3","1781","","18","20","6","10","4","","1","86","","50","5","3","15982","14885","3191","652","430"
"avenarius-faust","ger000278","Q51371132","Avenarius","0","Faust","Ein Spiel","","http://www.textgridrep.org/textgrid:k936.0","","","","","1919","95","false","0.9516021045030356","0.148488241881299","1.81531393568147","faust","13.957894736842105","3","","1919","77","95","6","79","10","","2","663","","12","1","5","26474","25654","3543","94","3008"
"ayrenhoff-der-postzug","ger000211","Q52692254","Ayrenhoff","0","Der Postzug oder die noblen Passionen","Ein Lustspiel in zween Aufzügen","Comedy","http://www.textgridrep.org/textgrid:k93g.0","","","","","1769","11","false","0.8207792207792209","0.7636363636363637","1.2363636363636363","die_baroninn","7.636363636363637","2","","1769","10","11","3","8","0","","1","42","","28","0","2","14084","13700","583","725","0"
"ayrenhoff-virginia","ger000282","Q51529492","Ayrenhoff","0","Virginia oder Das abgeschaffte Decemvirat","Trauerspiel in vier Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:k93c.0","","","","","1790","21","false","0.8257055502853822","0.48095238095238096","1.5380952380952382","quintus|ruffus","9.619047619047619","3","","1790","18","21","3","9","9","","1","101","","29","0","4","16583","15031","908","0","2247"
"baeuerle-die-buerger-in-wien","ger000355","Q35984744","Bäuerle","0","Die Bürger in Wien","Lokale Posse in drei Akten","Comedy","http://www.textgridrep.org/textgrid:kd4c.0","","","","","1813","19","false","0.8571968193485222","0.5321637426900585","1.4678362573099415","staberl","9.578947368421053","2","1813","1820","18","19","4","13","2","","1","91","","50","2","3","16210","15686","1204","642","52"
"baeuerle-doktor-fausts-mantel","ger000216","Q36157957","Bäuerle","0","Doktor Faust's Mantel","Ein Zauberspiel mit Gesang in zwey Acten","","http://www.textgridrep.org/textgrid:kd4g.0","","","","","1817","27","false","0.7276554237338551","0.2792022792022792","1.8061538461538462","winter","7.2592592592592595","3","1817","1819","21","27","5","16","6","","2","98","","52","1","2","17651","16564","2683","602","259"
"baggesen-der-vollendete-faust","ger000555","Q1199802","Baggesen","0","Der vollendete Faust oder Romanien in Jauer","Ein dramatisches Gedicht in drei Abtheilungen","Comedy","http://www.textgridrep.org/textgrid:kcj3.0","","","","","1808","162","false","0.8597502474230897","0.09899547580707001","2.647007322508755","hans_wurst_echo","15.938271604938272","5","","1836","62","162","24","133","5","","2","1291","1808","101","1","12","49232","46491","5946","212","6461"
"bahr-das-konzert","ger000565","Q1169375","Bahr","0","Das Konzert","Lustspiel in drei Akten","Comedy","https://www.projekt-gutenberg.org/bahr/konzert/index.html","","","","","1909","16","false","0.9156593406593406","0.725","1.275","heink|marie|jura","10.875","2","1909","1909","15","16","11","4","1","","1","87","","3","2","3","38328","37703","11390","1727","0"
"ball-die-nase-des-michelangelo","ger000075","Q52692376","Ball","0","Die Nase des Michelangelo","Tragikomödie","Tragicomedy","http://www.textgridrep.org/textgrid:12675.0","","","","","1911","11","false","0.8632034632034632","0.6181818181818182","1.3818181818181818","michelangelo|torrigiano","6.181818181818182","2","","1911","10","11","0","9","2","","1","34","1908","4","0","0","10466","10408","519","0","1374"
"barlach-der-blaue-boll","ger000540","Q1198365","Barlach","0","Der blaue Boll","Drama","","https://www.projekt-gutenberg.org/barlach/blauboll/index.html","","","","","1926","22","false","0.8803366568072449","0.44155844155844154","1.6233766233766234","grete","9.272727272727273","3","1926","1926","18","22","4","18","0","","1","102","1924/1926","7","1","0","21518","20724","1997","763","0"
"bauernfeld-buergerlich-und-romantisch","ger000027","Q52086398","Bauernfeld","0","Bürgerlich und Romantisch","Lustspiel in vier Akten","Comedy","http://www.textgridrep.org/textgrid:kd4z.0","","","","","1835","13","false","0.7429181929181929","0.5256410256410257","1.5384615384615385","sittig|baron","6.3076923076923075","3","1835","1837","10","13","5","8","0","","1","41","1835","51","0","4","18089","17502","1016","1156","9"
"bauernfeld-grossjaehrig","ger000134","Q52085986","Bauernfeld","0","Großjährig","Lustspiel in zwei Aufzügen","Comedy","http://www.textgridrep.org/textgrid:kd4v.0","","","","","1846","7","false","0.9238095238095239","0.8095238095238095","1.1904761904761905","hermann|spitz","4.857142857142857","2","1846","1846","6","7","2","5","0","","1","17","","25","0","2","13163","12861","1317","874","0"
"bauernfeld-industrie-und-herz","ger000185","Q52084700","Bauernfeld","0","Industrie und Herz","Lustspiel in vier Aufzügen","Comedy","http://www.textgridrep.org/textgrid:kd4r.0","","","","","1842","12","false","0.8152777777777778","0.3787878787878788","1.7727272727272727","hermine","4.166666666666667","3","1842","1847","9","12","1","11","0","","1","25","","38","0","4","14813","14347","1221","771","0"
"beer-der-paria","ger000455","Q52791146","Beer","0","Der Paria","Trauerspiel in einem Aufzuge","Tragedy","http://www.textgridrep.org/textgrid:kjfg.0","","","","","1823","10","false","0.6157142857142857","0.4444444444444444","1.6222222222222222","benascar","4","3","1823","1826","8","10","1","6","3","","1","20","","13","0","0","6693","6459","674","0","892"
"beer-struensee","ger000090","Q52885029","Beer","0","Struensee","Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:kjfc.0","","","","","1828","57","false","0.8183610716648032","0.12280701754385964","2.6467065868263475","ranzau","6.87719298245614","5","1828","1829","19","57","6","48","3","","2","196","1827","65","0","5","32518","31057","2763","136","3779"
"benedix-das-bemooste-haupt","ger000499","Q94691831","Benedix","0","Das bemooste Haupt oder Der lange Israël","Schauspiel in vier Aufzügen","","https://de.wikisource.org/wiki/Das_bemooste_Haupt_oder_Der_lange_Israël","Weber","Leipzig","1846","93","1839","15","false","0.8685551485551486","0.5428571428571428","1.457142857142857","strobel","7.6","2","1839","1840","14","15","3","12","0","","1","57","1838","46","1","9","17502","16959","1525","857","20"
"benedix-die-hochzeitsreise","ger000035","Q52777122","Benedix","0","Die Hochzeitsreise","Lustspiel in zwei Aufzügen","Comedy","http://www.textgridrep.org/textgrid:kjg2.0","","","","","1850","5","false","0.8666666666666666","0.8","1.2","edmund|hahnensporn","3.2","2","1850","1853","4","5","2","3","0","","1","8","1849","10","0","2","11130","10989","1557","510","0"
"benedix-die-luegnerin","ger000354","Q52785236","Benedix","0","Die Lügnerin","Lustspiel in einem Aufzuge","Comedy","http://www.textgridrep.org/textgrid:kjfz.0","","","","","1849","8","false","0.9404761904761905","0.8214285714285714","1.1785714285714286","constanze|moritz","5.75","2","1849","1851","7","8","3","5","0","","1","23","1848","8","0","0","6464","6302","708","360","0"
"benedix-doctor-wespe","ger000502","Q99458552","Benedix","0","Doctor Wespe","Lustspiel in fünf Aufzügen","Comedy","https://books.google.com/books?id=9_1_hF3PeTsC&pg=PA159","","","","","1842","12","false","0.8151455026455027","0.6666666666666666","1.3484848484848484","thekla|theudelinde","7.333333333333333","3","1842","1844","10","12","5","7","0","","1","44","1841","51","1","9","23310","22847","1656","1326","25"
"benkowitz-die-jubelfeier-der-hoelle","ger000314","Q52885175","Benkowitz","0","Die Jubelfeier der Hölle, oder Faust der jüngere","Ein Drama zum Anfang des neunzehnten Jahrhunderts","","http://www.textgridrep.org/textgrid:kjgc.0","","","","","1801","24","false","0.7985825517075517","0.3079710144927536","1.9202898550724639","satan","7.083333333333333","3","","1801","17","24","4","20","0","","1","85","","68","0","5","27726","26285","2623","993","7"
"berg-kalisch-berlin-wie-es-weint-und-lacht","ger000128","Q52885370","Berg","1","Berlin, wie es weint und lacht","Volksstück mit Gesang in 3 Aufzügen und 11 Bildern","","http://www.textgridrep.org/textgrid:kjgj.0","","","","","1858","35","false","0.6933825406005857","0.19663865546218487","2.0541082164328657","ferdinand","6.685714285714286","4","1858","1858","20","35","10","22","3","","2","117","","54","0","3","18624","17194","3779","636","477"
"bernard-faust","ger000242","Q1126880","Bernard","0","Faust","Große romantische Oper in drei Akten","","http://www.textgridrep.org/textgrid:kjgv.0","","","","","1816","22","true","0.8004584210079567","0.4458874458874459","1.5757575757575757","chor","9.363636363636363","3","1816","","19","22","7","12","3","","1","103","","46","9","3","10145","9458","1945","0","1434"
"beyer-der-hausherr-in-der-klemme","ger000582","Q111939679","Beyer","0","Der Hausherr in der Klemme","Ein Spiel in Versen in einem Aufzug","Comedy","https://de.wikisource.org/wiki/Der_Hausherr_in_der_Klemme","","","","","1813","2","false","0","1","1","der_hausherr|die_haushaelterin","1","1","","1813","1","2","1","1","0","","1","1","","9","0","0","4884","4770","472","0","503"
"bierbaum-stella-und-antonie","ger000604","Q116445875","Bierbaum","0","Stella und Antonie","Schauspiel in vier Aufzügen","","https://www.projekt-gutenberg.org/bierbaum/stelanto/index.html","Langen","München","1903","162","1903","20","false","0.8784947143499775","0.6578947368421053","1.3421052631578947","johann_christian|antonie","12.5","2","1903","1903","19","20","6","13","1","","1","125","","4","0","4","23474","22467","4053","708","237"
"birch-pfeiffer-die-grille","ger000599","Q116008549","Birch-Pfeiffer","0","Die Grille","Ländliches Charakterbild in fünf Aufzügen. Mit teilweiser Benutzung einer Erzählung der George Sand","","https://www.projekt-gutenberg.org/birchpf/grille/index.html","Hendel","Halle a. d. S.","1899","84","1856","18","false","0.8088454755121421","0.48366013071895425","1.5947712418300655","fanchon|didier","8.222222222222221","3","1856","1856","15","18","8","9","1","","1","74","","53","0","5","27269","25452","6302","792","15"
"birch-pfeiffer-die-walpurgisnacht","ger000151","Q52886267","Birch-Pfeiffer","0","Die Walpurgisnacht","Dramatisches Volksmärchen in vier Acten","","http://www.textgridrep.org/textgrid:kmdk.0","","","","","1830","26","false","0.8020790612895878","0.2","2.0553846153846154","else","5","4","1830","1866","19","26","9","13","4","","1","65","1827","42","0","4","17810","16944","3251","459","120"
"birch-pfeiffer-in-der-heimath","ger000268","Q52886301","Birch-Pfeiffer","0","In der Heimath","Original-Schauspiel in fünf Acten","","http://www.textgridrep.org/textgrid:kmdh.0","","","","","1865","18","false","0.8290388623721959","0.5294117647058824","1.522875816993464","rose","9","3","1865","1865","15","18","8","10","0","","1","81","","39","0","5","25239","24493","4202","861","0"
"birch-pfeiffer-johannes-gutenberg","ger000411","Q52087355","Birch-Pfeiffer","0","Johannes Gutenberg","Original-Schauspiel in drei Abtheilungen","","http://www.textgridrep.org/textgrid:kmdp.0","","","","","1835","14","false","0.6446145124716552","0.4065934065934066","1.6703296703296704","guttenberg","5.285714285714286","3","1835","1836","10","14","5","9","0","","1","37","1834","33","0","5","19071","18578","2981","359","34"
"birch-pfeiffer-pfeffer-roesel","ger000247","Q52886335","Birch-Pfeiffer","0","Pfeffer-Rösel oder Die Frankfurter Messe im Jahre 1297","Schauspiel in fünf Aufzügen","","http://www.textgridrep.org/textgrid:kmdw.0","","","","","1829","40","false","0.8337975207059822","0.41410256410256413","1.714102564102564","roesel|bandini","16.15","4","1829","1833","32","40","6","31","3","","1","323","","37","0","5","19919","18380","4849","446","18"
"birch-pfeiffer-vatersorgen","ger000092","Q52743300","Birch-Pfeiffer","0","Vatersorgen","Komisches Zeitgemälde in drei Akten","Comedy","http://www.textgridrep.org/textgrid:kmdt.0","","","","","1849","13","false","0.8634698634698635","0.5512820512820513","1.4487179487179487","krabbe|baron","6.615384615384615","2","1850","1849","12","13","4","9","0","","1","43","1849","45","0","3","20527","20131","3473","738","0"
"bleibtreu-ein-faust-der-that","ger000322","Q51450463","Bleibtreu","0","Ein Faust der That","Tragödie in fünf Akten","Tragedy","http://www.textgridrep.org/textgrid:kmq3.0","","","","","1889","23","false","0.9106144225945004","0.8300395256916996","1.1699604743083003","several characters","18.26086956521739","2","","1889","22","23","0","22","1","","1","210","","5","0","5","36295","35604","3036","1401","40"
"bleibtreu-weltgericht","ger000065","Q51450656","Bleibtreu","0","Weltgericht","Tragödie in 2 Theilen und 5 Akten","Tragedy","http://www.textgridrep.org/textgrid:kmqb.0","","","","","1888","49","false","0.915485473160083","0.5051020408163265","1.4948979591836735","talleyrand|barras","24.244897959183675","2","1902","1888","48","49","6","39","4","","1","594","","5","0","5","17528","16945","3914","1061","19"
"blumenthal-im-weissen-roessl","ger000165","Q52886502","Blumenthal","1","Im weißen Rößl","Lustspiel in drei Aufzügen","Comedy","http://www.textgridrep.org/textgrid:knb2.0","","","","","1898","36","false","0.8939895618607304","0.5555555555555556","1.4151260504201681","leopold","19.444444444444443","3","1898","1898","33","36","13","23","0","","2","350","","38","0","3","23477","22514","3154","1270","32"
"bodmer-odoardo-galotti-vater-der-emilia","ger000449","Q51450870","Bodmer","0","Odoardo Galotti, Vater der Emilia","Ein Pendant zu Emilia. In einem Aufzuge und Epilogus zur Emilia Galotti","","http://www.textgridrep.org/textgrid:kp19.0","","","","","1778","6","false","0.38888888888888884","0.3333333333333333","1.7","odoardo","1.6666666666666667","3","","1778","3","6","3","3","0","","2","5","1773","6","0","0","5409","5333","117","74","6"
"borchert-draussen-vor-der-tuer","ger000476","Q1255949","Borchert","0","Draußen vor der Tür","Ein Stück, das kein Theater spielen und kein Publikum sehen will","","https://www.projekt-gutenberg.org/borchert/draussen/index.html","","","","","1947","16","false","0.856060606060606","0.43333333333333335","1.6666666666666667","beckmann","6.5","3","1947","1947","12","16","4","9","3","","1","52","1947","7","8","0","18969","18439","627","546","38"
"borkenstein-der-bookesbeutel","ger000347","Q51451132","Borkenstein","0","Der Bookesbeutel","Ein Lustspiel von Drey Aufzügen","Comedy","http://www.textgridrep.org/textgrid:kpkv.0","","","","","1741","9","false","0.9523809523809523","0.8333333333333334","1.1666666666666667","agneta|susanna","6.666666666666667","2","1741","1742","8","9","5","4","0","","1","30","","27","0","3","18363","18089","295","566","3"
"bossdorf-bahnmeister-dood","ger000199","Q52886683","Boßdorf","0","Bahnmeister Dood","En nedderdüütsch Drama in fief Akten","","http://www.textgridrep.org/textgrid:kpsp.0","","","","","1919","4","false","1","1","1","several characters","3","1","1919","1919","3","4","2","2","0","","1","6","","5","0","5","19757","19322","3189","747","0"
"bossdorf-de-rode-uennerrock","ger000419","Q52886831","Boßdorf","0","De rode Ünnerrock","Nedderdüütsche Volkskomeedi in fief Akten","Comedy","http://www.textgridrep.org/textgrid:kpsk.0","","","","","1921","5","false","1","1","1","several characters","4","1","1921","1921","4","5","1","4","0","","1","10","","5","0","5","20281","19966","3869","1114","0"
"brachvogel-narziss","ger000473","Q64711356","Brachvogel","0","Narziß","Ein Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:kq01.0","","","","","1856","35","false","0.8587271120532088","0.39663865546218485","1.6436974789915966","choiseul","13.485714285714286","3","1856","1857","28","35","9","25","1","","1","236","1855","44","1","5","21928","19117","3124","635","35"
"brandes-ariadne-auf-naxos","ger000048","Q4790181","Brandes","0","Ariadne auf Naxos","Ein Duodrama mit Musick","","http://www.textgridrep.org/textgrid:kq0w.0","","","","","1775","3","true","0","0.6666666666666666","1.3333333333333333","ariadne","1.3333333333333333","2","1775","","2","3","2","1","0","","1","2","","2","4","0","2472","1930","305","0","184"
"brandes-hans-von-zanow-oder-der-landjunker-in-berlin","ger000610","Q117067928","Brandes","0","Hans von Zanow oder: Der Landjunker in Berlin","Ein Lustspiel in fünf Aufzügen","Comedy","https://books.google.com/books?id=be9VLwc--IoC&printsec=frontcover","Bohn","Hamburg","1785","134","1785","17","false","0.7899159663865546","0.45588235294117646","1.5441176470588236","hans|lieschen","7.294117647058823","2","1785","1785","16","17","4","13","0","","1","62","","54","0","5","20358","19044","1602","1043","0"
"brandes-ino","ger000177","Q52087857","Brandes","0","Ino","Ein Melodrama","","http://www.textgridrep.org/textgrid:kq0s.0","","","","","1779","9","true","0.6555555555555556","0.3888888888888889","1.9444444444444444","chor","3.111111111111111","4","1779","1779","6","9","3","1","5","","1","14","1777","11","0","0","2468","2096","311","185","52"
"braun-mutter-maria","ger000573","Q112567926","Braun","0","Mutter Maria","Eine Tragödie in fünf Akten","Tragedy","https://www.projekt-gutenberg.org/braun/mutterma/index.html","","","","","1913","91","false","0.9291539427932354","0.4908424908424908","1.5091575091575091","several characters","44.175824175824175","2","1913","1913","90","91","24","64","3","","1","2010","","5","0","5","18613","18023","3582","0","2214"
"braun-von-braunthal-das-nachtlager-von-granada","ger000202","Q371048","Braun von Braunthal","0","Das Nachtlager von Granada","Romantische Oper in zwei Aufzügen","","http://www.textgridrep.org/textgrid:kq6g.0","","","","","1834","11","true","0.8796536796536796","0.6909090909090909","1.309090909090909","gabriele|jaeger|chor_der_hirten","6.909090909090909","2","1834","","10","11","1","9","1","","1","38","","19","6","2","9227","8758","2556","0","1096"
"braun-von-braunthal-faust","ger000204","Q52886944","Braun von Braunthal","0","Faust","Eine Tragödie","Tragedy","http://www.textgridrep.org/textgrid:kq6k.0","","","","","1835","36","false","0.8225994684328019","0.23809523809523808","2.2111111111111112","faust","8.333333333333334","4","","1835","22","36","5","24","7","","1","150","","31","0","5","19300","18392","2491","0","2702"
"brawe-brutus","ger000472","Q51370012","Brawe","0","Brutus","Ein Trauerspiel in fünf Aufzügen","Tragedy","https://brawe.uni-leipzig.de/brutus1768/brutus1768_0_inhalt.html","","","","","1768","7","false","0.7095238095238096","0.6190476190476191","1.380952380952381","brutus","3.7142857142857144","2","1770","1768","6","7","0","7","0","","1","13","1757/1758","34","0","5","12593","12267","262","0","1873"
"brawe-der-freigeist","ger000283","Q51369297","Brawe","0","Der Freigeist","Ein Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:kq6v.0","","","","","1758","6","false","0.38888888888888884","0.4666666666666667","1.6666666666666667","klerdon","2.3333333333333335","3","1759","1758","4","6","1","5","0","","1","7","1756/1757","32","0","5","20420","20240","428","326","0"
"bredow-goerne-gute-freunde","ger000606","Q116732407","Bredow-Görne","0","Gute Freunde","Dramatischer Scherz in 1 Akt","Comedy","https://books.google.com/books?id=4dIU729B0w0C&printsec=frontcover","","Berlin","1871","16","1871","13","false","1","1","1","several characters","12","1","","1871","12","13","6","7","0","","1","78","","1","0","1","5281","4986","475","329","0"
"brentano-die-gruendung-prags","ger000384","Q1213207","Brentano","0","Die Gründung Prags","Ein historisch-romantisches Drama","","http://www.textgridrep.org/textgrid:krdh.0","","","","","1814","70","false","0.8873262538626238","0.6488612836438924","1.3511387163561077","wlasta|stratka|wrschowetz","44.77142857142857","2","","1814","69","71","27","38","5","","1","1567","1812/1814","14","1","5","78035","71783","5569","0","9599"
"brentano-ponce-de-leon","ger000408","Q2103486","Brentano","0","Ponce de Leon","Lustspiel in fünf Aufzügen","Comedy","http://www.textgridrep.org/textgrid:kqwr.0","","","","","1803","37","false","0.7644662259751774","0.23123123123123124","1.895973154362416","ponce","8.324324324324325","4","1814","1803","27","37","8","28","1","","2","154","1801","122","1","5","39319","36332","3535","1735","248"
"bretzner-belmont-und-constanze","ger000339","Q4884441","Bretzner","0","Belmont und Constanze oder Die Entführung aus dem Serail","Eine Operette in drey Akten","","http://www.textgridrep.org/textgrid:krf8.0","","","","","1781","11","false","0.6634199134199134","0.509090909090909","1.2432432432432432","pedrillo","5.090909090909091","2","1781","","8","11","2","9","0","","2","28","","22","1","3","8549","8235","949","273","408"
"buechner-dantons-tod","ger000085","Q920590","Büchner","0","Dantons Tod","Ein Drama","","http://www.textgridrep.org/textgrid:ksd1.0","","","","","1835","103","false","0.8982694477249267","0.10184656386826575","2.460857409133271","danton","10.388349514563107","4","1902","1835","43","103","19","70","14","","4","535","1835","32","12","4","20263","19903","874","724","41"
"buechner-leonce-und-lena","ger000371","Q1751800","Büchner","0","Leonce und Lena","Ein Lustspiel","Comedy","http://www.textgridrep.org/textgrid:kscn.0","","","","","1838","21","false","0.9364076399790685","0.41904761904761906","1.4615384615384615","praesident","8.380952380952381","3","1895","1838","16","21","3","16","2","","2","88","1836","11","8","3","8926","8693","648","282","18"
"buechner-woyzeck","ger000564","Q657215","Büchner","0","Woyzeck","Ein Drama","","http://www.textgridrep.org/textgrid:kscv.0","","","","","1837","30","false","0.7161782661782662","0.13793103448275862","1.9681978798586572","woyzeck","4","4","1913","1875","21","30","7","21","2","","3","60","1836/1837","49","24","0","10353","9425","848","411","101"
"bueschel-die-neue-messaline","ger000483","Q87986345","Büschel","0","Die neue Messaline","Trauerspiel in einem Akt","","https://de.wikisource.org/wiki/Die_neue_Messaline_(1788)","","","","","1788","11","false","0.6636363636363636","0.2909090909090909","2.022222222222222","messaline|bella","2.909090909090909","4","","1788","5","11","2","9","0","","2","16","","14","0","0","4252","4121","93","85","0"
"bunge-der-trompeter-von-saekkingen","ger000219","Q5261231","Bunge","0","Der Trompeter von Säkkingen","Oper in 3 Akten, nebst einem Vorspiel","","http://www.textgridrep.org/textgrid:kssc.0","","","","","1884","19","true","0.8760369661298455","0.631578947368421","1.368421052631579","werner|conradin","11.368421052631579","2","1884","","18","19","3","12","4","","1","108","","4","2","3","7637","7458","39","0","1315"
"busoni-doktor-faust","ger000542","Q1235069","Busoni","0","Doktor Faust","","","http://www.textgridrep.org/textgrid:ktrh.0","","","","","1920","40","true","0.928480427822533","0.4269230769230769","1.573076923076923","faust|mephistopheles","16.65","2","1925","1920","39","40","2","31","7","","1","333","","6","8","0","7031","6113","1560","252","427"
